YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201306,73738,459187,1,0,"N","BROWNS MILLS",39.97,-74.58,3958200,7434800
201306,73738,465433,1,1.62,"S","TUCKERTON",39.5766,-74.327,3934596,7419620
201306,73738,465461,1,1.1,"SSE","ROSENHAYN",39.4645,-75.1256,3927870,757536
201306,73738,465475,1,0,"N","CEDARVILLE",39.33,-75.2,3919800,7512000
201306,73738,465475,2,0,"N","NEWPORT",39.3,-75.18,3918000,7510800
201306,73738,465476,1,0,"N","(MIV)MILLVILLE MUNI",39.37,-75.07,3922200,754200
201306,73740,459155,1,.53,"W","WILLOWDALE",39.87,-75.73,3952200,7543800
201306,73740,459185,1,0,"N","SWARTHMORE",39.9,-75.38,3954000,7522800
201306,73740,459186,1,0,"N","NEW GARDEN",39.82,-75.75,3949200,7545000
201306,73741,460596,1,1.84,"NNE","HANOVER NECK",40.8559,-74.3417,4051354,7420502
201306,73741,460596,2,1.84,"SSW","TOWACO",40.8959,-74.3452,4053754,7420712
201306,73741,460596,3,.36,"SE","TOWACO",40.9159,-74.3259,4054954,7419554
201306,73741,460596,4,1.26,"SSE","LINCOLN PARK",40.9136,-74.2896,4054816,7417376
201306,73741,460596,5,3.12,"SE","LINCOLN PARK",40.897,-74.2593,4053820,7415558
201306,73741,460596,6,4.69,"ESE","LINCOLN PARK",40.8951,-74.223,4053706,7413380
201306,73741,460596,7,5.33,"SE","LINCOLN PARK",40.8736,-74.2305,4052416,7413830
201306,73741,460596,8,1.36,"NE","HANOVER ARPT",40.8461,-74.315,4050766,7418900
201306,73741,460597,1,2.07,"ESE","LINCOLN PARK",40.9143,-74.2663,4054858,7415978
201306,73741,460597,2,2.58,"SE","LINCOLN PARK",40.9037,-74.2648,4054222,7415888
201306,73989,447539,1,.69,"S","PRINCETON",45.56,-93.6,4533600,9336000
201305,75007,453558,2,2.14,"SW","ELGIN",41.8823,-79.7841,4152938,7947046
201305,75007,453577,1,1.08,"SSW","ADAMSVILLE",41.506,-80.3892,4130360,8023352
201305,75007,453579,1,2.35,"E","TURNERSVILLE",41.5135,-80.4354,4130810,8026124
201305,75007,453581,1,2.35,"E","TURNERSVILLE",41.52,-80.4346,4131200,8026076
201305,75007,453582,1,7,"SW","HARTSTOWN",41.4784,-80.4757,4128704,8028542
201305,75007,453586,1,0,"N","CAMBRIDGE SPGS",41.8,-80.07,4148000,804200
201306,75009,453538,1,0,"N","SLIDELL",30.27,-89.78,3016200,8946800
201306,75009,453539,1,1.45,"ESE","KRAEMER",29.8594,-90.6791,2951564,9040746
201306,75009,453540,1,6,"NNE","THIBODAUX",29.8802,-90.7917,2952812,9047502
201306,75009,453541,1,.76,"S","SLIDELL",30.2592,-89.7776,3015552,8946656
201306,75009,453543,1,0,"N","ST ROSE",29.95,-90.32,2957000,9019200
201306,75009,453544,1,0,"N","LULING",29.93,-90.35,2955800,9021000
201306,75009,453547,1,.52,"SW","BOUTTE",29.8953,-90.3868,2953718,9023208
201306,75009,453550,1,0,"N","SLIDELL",30.27,-89.78,3016200,8946800
201306,75009,453550,2,1.82,"ENE","SLIDELL",30.284,-89.7542,3017040,8945252
201306,75009,453550,3,1.58,"ENE","NORTH SLIDELL",30.3055,-89.7544,3018330,8945264
201306,75009,453550,4,.11,"SE","NORTH SLIDELL",30.299,-89.7785,3017940,8946710
201306,75009,453550,5,1.7,"NW","SLIDELL",30.2843,-89.8033,3017058,8948198
201306,75009,453551,1,0,"N","MARRERO",29.9,-90.1,2954000,906000
201305,75010,453542,1,.69,"N","FERNBANK",39.14,-84.7,398400,8442000
201305,75010,453545,1,.87,"SW","EVENDALE",39.22,-84.43,3913200,8425800
201305,75010,453546,1,1.38,"S","OAKLAND",39.45,-84.35,3927000,8421000
201305,75010,453549,1,.87,"NW","SPRINGBORO",39.56,-84.24,3933600,8414400
201305,75010,453549,2,.6,"WNW","SPRINGBORO",39.5527,-84.2408,3933162,8414448
201305,75010,453553,1,.87,"SE","KETTERING",39.72,-84.17,3943200,8410200
201305,75010,453554,1,0,"N","HARVEYSBURG",39.5,-84,3930000,8400
201305,75010,453556,1,1.06,"W","BEAVERTOWN",39.7,-84.15,3942000,849000
201305,75010,453557,1,0,"N","(DAY)COX DAYTON INTL",39.9,-84.22,3954000,8413200
201305,75010,453559,1,.69,"N","SPRINGFIELD",39.93,-83.8,3955800,8348000
201305,75010,453559,2,.68,"SW","VILLA",39.9619,-83.7773,3957714,8346638
201305,75010,453561,1,2.07,"N","MARYSVILLE",40.26,-83.37,4015600,8322200
201305,75010,453562,1,0,"N","MRYSVLL UNION CO ARP",40.22,-83.35,4013200,8321000
201305,75010,453563,1,1.58,"W","PHARISBURG",40.35,-83.35,4021000,8321000
201306,75011,453548,1,.6,"E","KEYSTONE HGTS",29.78,-82.02,2946800,821200
201306,75012,453555,1,0,"N","DOCK C PASCAGOULA STATION (DKCM6)",30.36,-88.57,3021600,8834200
201306,75012,453560,1,3.65,"ESE","DOCK C PASCAGOULA STATION (DKCM6)",30.343,-88.512,3020580,8830720
201306,75012,453564,1,0,"N","PETIS BOIS ISLAND STATION (PTBM6)",30.21,-88.5,3012600,8830000
201306,75012,453565,1,0,"N","GRAND ISLE STATION (GISL1)",29.26,-89.96,2915600,8957600
201306,75012,463855,1,0,"N","SHELL BEACH STATION (SHBL1)",29.87,-89.67,2952200,8940200
201306,75012,463859,1,0,"N","NEW CANAL STATION (NWCL1)",30.03,-90.11,301800,906600
201306,75013,453566,1,3,"WSW","GRAND ISLE STATION (GISL1)",29.2434,-90.006,2914604,90360
201306,75013,453568,1,0,"N","PETIS BOIS ISLAND STATION (PTBM6)",30.21,-88.5,3012600,8830000
201306,75013,453569,1,0,"N","BAY WAVELAND YACHT CLUB STATION (WYCM6)",30.33,-89.33,3019800,8919800
201306,75014,453567,1,1.01,"SSE","GRAND ISLE",29.2373,-89.9918,2914238,8959508
201306,75015,453570,1,0,"N","MISSISSIPPI CANYON OIL PLATFORM 311A (KMDJ)",28.64,-89.79,2838400,8947400
201306,75015,453571,1,0,"N","MISSISSIPPI CANYON OIL PLATFORM 311A (KMDJ)",28.64,-89.79,2838400,8947400
201306,75015,453572,1,0,"N","WEST DELTA 27A AWOS (KDLP)",29.12,-89.55,297200,8933000
201307,75016,453573,1,0,"N","GRAND ISLE STATION (GISL1)",29.26,-89.96,2915600,8957600
201307,75016,453574,1,6.24,"NE","BAYOU LABRANCH STATION (LABL1)",30.1249,-90.3117,307494,9018702
201307,75016,453575,1,7.19,"W","MID LAKE PONTCHARTRAIN",30.1594,-90.2499,309564,9014994
201307,75017,453576,1,0,"N","D IBERVILLE",30.43,-88.88,3025800,8852800
201307,75017,453576,2,2.05,"W","D IBERVILLE",30.4297,-88.9144,3025782,8854864
201307,75017,453576,3,2.8,"NW","D IBERVILLE",30.4611,-88.9101,3027666,8854606
201307,75017,453576,4,2.48,"N","D IBERVILLE",30.4658,-88.883,3027948,8852980
201306,75018,453580,1,2.27,"NE","NEWBERRY",29.67,-82.59,2940200,8235400
201306,75019,453583,1,0,"N","MACCLENNY",30.28,-82.12,3016800,827200
201306,75019,453584,1,1.83,"NE","COSMO",30.39,-81.5,3023400,8130000
201306,75020,453585,1,0,"N","MAYPORT NAS",30.4,-81.42,3024000,8125200
201307,75021,453587,1,0,"N","BAY WAVELAND YACHT CLUB STATION (WYCM6)",30.33,-89.33,3019800,8919800
201307,75021,453588,1,0,"N","LKFRNT ARPT NEW",30.05,-90.03,303000,901800
201307,75022,453589,1,6.45,"SSE","MC CLANE CITY",30.1701,-89.7144,3010206,8942864
201307,75022,453589,2,4.84,"ESE","ST JOE",30.3213,-89.6759,3019278,8940554
201307,75022,453589,3,.65,"SSE","SLIDELL ARPT",30.3409,-89.8174,3020454,8949044
201307,75022,453589,4,1.66,"SSW","BONFOUCA",30.2472,-89.8586,3014832,8951516
201305,75023,453815,1,0,"N","SHAUCK",40.62,-82.67,4037200,8240200
201305,75023,453817,1,0,"N","NORWALK",41.23,-82.62,4113800,8237200
201305,75023,453821,1,0,"N","LA RUE",40.58,-83.32,4034800,8319200
201305,75023,453822,1,0,"N","MANSFIELD",40.77,-82.52,4046200,8231200
201305,75023,453847,1,0,"N","GALION",40.73,-82.78,4043800,8246800
201305,75023,453851,1,0,"N","WELLINGTON",41.17,-82.22,4110200,8213200
201305,75023,453853,1,2,"E","CLEVELAND",41.47,-81.7114,4128200,8142684
201305,75023,453854,1,0,"N","BAY VLG",41.48,-81.9,4128800,8154000
201305,75023,453856,1,0,"N","WILLARD",41.05,-82.73,413000,8243800
201305,75023,453862,1,0,"N","NEW WASHINGTON",40.97,-82.85,4058200,8251000
201305,75023,453863,1,0,"N","BERLIN HGTS",41.32,-82.5,4119200,8230000
201307,75024,453590,1,0,"N","BIG PT",30.58,-88.48,3034800,8828800
201307,75024,453591,1,0,"N","BILOXI",30.4,-88.9,3024000,8854000
201307,75024,453595,1,0,"N","HURLEY",30.67,-88.5,3040200,8830000
201307,75024,453596,1,0,"N","HURLEY",30.67,-88.5,3040200,8830000
201307,75025,453592,1,0,"N","LKFRNT ARPT NEW",30.05,-90.03,303000,901800
201307,75026,453593,1,5,"ESE","BATON ROUGE",30.4423,-91.0924,3026538,915544
201307,75028,453602,1,.69,"S","LACONA",41.19,-93.38,4111400,9322800
201307,75030,453605,1,1.99,"NE","BOONE",34.246,-101.7911,3414760,10147466
201307,75030,453605,2,1.91,"NNE","SETH WARD",34.2471,-101.673,3414826,10140380
201307,75030,453605,3,4.38,"ESE","(PVW)HALE CO ARPT",34.1403,-101.6524,348418,10139144
201307,75030,453605,4,1.56,"NW","FURGUSON STA",34.1449,-101.7705,348694,10146230
201307,75030,453606,1,.69,"N","(PVW)HALE CO ARPT",34.18,-101.72,3410800,10143200
201306,75031,455769,1,16.81,"SSW","RHAME",46.01,-103.8,46600,10348000
201306,75031,455771,1,.84,"SW","BOWMAN ARPT",46.17,-103.43,4610200,10325800
201306,75031,455771,2,.82,"SSW","BOWMAN ARPT",46.1701,-103.4294,4610206,10325764
201306,75031,455827,1,15.72,"ESE","GOLVA",46.67,-103.66,4640200,10339600
201306,75031,455827,2,15.74,"ESE","GOLVA",46.6701,-103.6595,4640206,10339570
201306,75031,455829,1,8.69,"NE","BUCYRUS",46.15,-102.64,469000,10238400
201306,75031,455829,2,8.9,"NE","BUCYRUS",46.1502,-102.6346,469012,10238076
201306,75032,455834,1,7.27,"NNE","WESTBY",48.97,-104,4858200,10400
201306,75032,455835,1,.46,"W","STANLEY",48.32,-102.39,4819200,10223400
201306,75033,455837,1,.46,"W","WILLISTON",48.15,-103.63,489000,10337800
201306,75033,455839,1,.46,"W","WILLISTON",48.15,-103.63,489000,10337800
201306,75033,455840,1,4.21,"NE","WESTBY",48.91,-103.98,4854600,10358800
201306,75033,455842,1,1.14,"SW","CROSBY",48.91,-103.3,4854600,10318000
201306,75034,455844,1,.69,"N","NAPOLEON",46.51,-99.77,4630600,9946200
201306,75035,457296,1,4.21,"E","CHASELEY",47.4606,-99.7112,4727636,9942672
201306,75035,457296,2,8.92,"SE","CHASELEY",47.3509,-99.6776,4721054,9940656
201306,75035,457296,3,7.16,"SSE","SYKESTON",47.3686,-99.348,4722116,9920880
201306,75035,457296,4,2.34,"E","SYKESTON",47.4662,-99.3301,4727972,9919806
201306,75035,457299,1,1.76,"SW","ELDRIDGE",46.879,-98.8512,4652740,9851072
201306,75035,457299,2,2.46,"WNW","MILLARTON",46.6855,-98.7966,4641130,9847796
201306,75035,457299,3,1.28,"NNW","MILLARTON",46.6871,-98.7602,4641226,9845612
201306,75035,457299,4,1.29,"SSE","ELDRIDGE",46.8825,-98.8207,4652950,9849242
201306,75035,457301,1,5,"S","ELDRIDGE",46.8276,-98.83,4649656,9849800
201306,75035,457305,1,.96,"SSW","GUELPH",46.007,-98.237,46420,9814220
201306,75035,457306,1,4.17,"SSW","CLEMENT",46.0956,-98.2878,465736,9817268
201306,75035,457323,1,6.28,"E","ELLENDALE",46.0056,-98.3894,46336,9823364
201306,75035,457323,2,3.42,"E","LUDDEN",45.9912,-98.0598,4559472,983588
201306,75035,457323,3,1.16,"NNW","GLOVER",46.2464,-98.1354,4614784,988124
201306,75035,457323,4,6.87,"NNE","FULLERTON",46.2606,-98.3606,4615636,9821636
201306,74670,451511,1,1.36,"WSW","STATE COLLEGE",40.773,-77.8742,4046380,7752452
201306,74670,451514,1,1.01,"ESE","SOMERSET",40.0131,-79.0631,40786,793786
201306,74670,451516,1,.53,"E","HYNDMAN",39.82,-78.72,3949200,7843200
201306,74670,451517,1,1.25,"WSW","STATE COLLEGE",40.77,-77.87,4046200,7752200
201306,74670,451521,1,.53,"E","STEWARTSTOWN",39.75,-76.59,3945000,7635400
201306,74670,451522,1,.53,"W","ROCKWOOD",39.92,-79.16,3955200,799600
201306,74670,451525,1,2.44,"W","STATE COLLEGE",40.7815,-77.8966,4046890,7753796
201306,74670,451526,1,1.73,"ESE","CLEARVILLE",39.91,-78.37,3954600,7822200
201306,74670,451527,1,.53,"E","CHAMBERSBURG",39.93,-77.66,3955800,7739600
201306,74670,451528,1,1.06,"W","BIGLERVILLE",39.93,-77.27,3955800,7716200
201306,74670,451529,1,1.72,"ENE","ROUGH AND READY",40.69,-76.6,4041400,7636000
201306,74670,451530,1,.36,"WSW","LAWRENCEVILLE",41.9973,-77.1261,4159838,777566
201305,74672,451538,1,17.92,"SE","MOUTH OF SABINE RIVER",29.48,-93.64,2928800,9338400
201305,74672,451575,1,.92,"NW","MOUTH OF SABINE RIVER",29.69,-93.84,2941400,9350400
201305,74672,451578,1,.92,"NW","MOUTH OF SABINE RIVER",29.69,-93.84,2941400,9350400
201305,74672,451585,1,26.17,"SE","MOUTH OF SABINE RIVER",29.39,-93.55,2923400,9333000
201305,74672,451594,1,17.08,"SSE","CAMERON",29.59,-93.15,2935400,939000
201305,74672,451597,1,27.96,"S","WHITE LAKE",29.28,-92.45,2916800,9227000
201305,74672,451659,1,18.66,"SW","ATCHAFALAYA BAY",29.21,-91.59,2912600,9135400
201305,74672,451679,1,62.21,"S","WHITE LAKE",28.78,-92.55,2846800,9233000
201305,74672,451681,1,67.31,"S","WHITE LAKE",28.72,-92.33,2843200,9219800
201305,74672,451684,1,60.26,"S","MARSH ISLAND",28.55,-91.76,2833000,9145600
201305,74672,451686,1,48.51,"SSW","ATCHAFALAYA BAY",28.73,-91.61,2843800,9136600
201305,74673,451537,1,2.83,"NW","NEWCASTLE",35.284,-97.628,3517040,9737680
201305,74673,451537,2,3.67,"N","NEWCASTLE",35.303,-97.605,3518180,9736300
201305,74673,451539,1,1.33,"ENE","ADA",34.78,-96.66,3446800,9639600
201305,74673,451540,1,3.45,"S","RUSH SPRINGS",34.73,-97.96,3443800,9757600
201305,74673,451541,1,1.38,"S","RUSH SPRINGS",34.76,-97.96,3445600,9757600
201305,74673,451542,1,6.41,"WNW","DUNCAN",34.52,-98.07,3431200,984200
201305,74673,451543,1,.89,"NW","YUKON",35.51,-97.75,3530600,9745000
201305,74673,451544,1,0,"N","(OKC)WILL ROGERS APT",35.39,-97.6,3523400,9736000
201305,74673,451545,1,1.78,"SW","VALLEY BROOK",35.38,-97.5,3522800,9730000
201305,74673,451546,1,0,"N","(OKC)WILL ROGERS APT",35.39,-97.6,3523400,9736000
201305,74673,451547,1,0,"N","WAURIKA",34.17,-98,3410200,9800
201305,74673,451548,1,.69,"N","WHITEBEAD",34.77,-97.3,3446200,9718000
201305,74673,451549,1,0,"N","CORNISH",34.16,-97.6,349600,9736000
201305,74673,451550,1,6.24,"W","STRATFORD",34.8,-97.07,3448000,974200
201305,74673,451551,1,2.15,"SSE","TURNER FALLS",34.4,-97.14,3424000,978400
201305,74673,451552,1,0,"N","GENE AUTRY",34.28,-97.04,3416800,972400
201305,74673,451553,1,2.38,"WNW","WAPANUCKA",34.38,-96.46,3422800,9627600
201305,74673,451554,1,4.19,"N","DURANT EAKER ARPT",33.99,-96.39,3359400,9623400
201305,74673,451556,1,2.37,"NNE","LONE GROVE",34.21,-97.24,3412600,9714400
201305,74673,451558,1,.69,"S","MARIETTA",33.93,-97.12,3355800,977200
201305,74673,451559,1,3.86,"NNE","WOODVILLE",34.02,-96.62,341200,9637200
201305,74673,451560,1,.57,"W","COBB",34.08,-96.42,344800,9625200
201305,74673,451562,1,0,"N","GERONIMO",34.48,-98.38,3428800,9822800
201305,74673,451564,1,1.49,"NNW","DUNCAN",34.52,-97.97,3431200,9758200
201305,74673,451566,1,0,"N","WYNNEWOOD",34.64,-97.16,3438400,979600
201305,74673,451568,1,2.76,"N","EMPIRE CITY",34.46,-98.04,3427600,982400
201305,74673,451572,1,6.97,"WSW","MOORE",35.303,-97.605,3518180,9736300
201305,74673,451572,2,2.91,"WNW","STANLEY DRAPER LAKE DAM",35.341,-97.3999,3520460,9723994
201305,74673,451666,1,1.33,"ENE","ADA",34.78,-96.66,3446800,9639600
201305,74673,451667,1,1.13,"E","PURCELL",35.01,-97.35,35600,9721000
201305,74673,451668,1,0,"N","CYRIL",34.9,-98.2,3454000,9812000
201305,74673,451669,1,0,"N","NINNEKAH",34.95,-97.92,3457000,9755200
201305,74673,451670,1,1.13,"E","REED",34.9,-99.68,3454000,9940800
201305,74673,451671,1,2.99,"SSE","BRINKMAN",34.97,-99.5,3458200,9930000
201305,74673,451672,1,.69,"S","LONE WOLF",34.98,-99.25,3458800,9915000
201305,74673,451673,1,2.27,"W","CYRIL",34.9,-98.24,3454000,9814400
201305,74673,451674,1,0,"N","CYRIL",34.9,-98.2,3454000,9812000
201305,74673,451675,1,0,"N","CEMENT",34.94,-98.14,3456400,988400
201305,74673,451676,1,0,"N","CEMENT",34.94,-98.14,3456400,988400
201305,74673,451677,1,2.15,"NNW","NINNEKAH",34.98,-97.93,3458800,9755800
201305,74673,453283,1,7,"SSE","MARLOW",34.5564,-97.9129,3433384,9754774
201305,74673,453283,2,5.72,"NE","DUNCAN",34.5664,-97.9,3433984,9754000
201305,74673,453285,1,4,"SSE","MARLOW",34.5965,-97.9331,3435790,9755986
201305,74673,453285,2,4,"W","BRAY",34.64,-97.8904,3438400,9753424
201305,74673,453287,1,6,"NE","MEEKER",35.5614,-96.8146,3533684,9648876
201305,74673,453287,2,3.13,"SSE","SPARKS",35.5694,-96.7954,3534164,9647724
201305,74673,453289,1,4,"WSW","LEHIGH",34.4479,-96.2849,3426874,9617094
201305,74673,453289,2,2,"E","LEHIGH",34.47,-96.1849,3428200,9611094
201305,74673,465057,1,3.06,"NE","BRIDGE CREEK",35.258,-97.678,3515480,9740680
201305,74673,465057,2,3.5,"NE","BRIDGE CREEK",35.261,-97.671,3515660,9740260
201305,74673,465060,1,4.08,"W","NEWCASTLE",35.261,-97.671,3515660,9740260
201305,74673,465060,2,3.05,"NW","NEWCASTLE",35.283,-97.636,3516980,9738160
201305,74674,451573,1,.56,"W","ROLL",35.78,-99.72,3546800,9943200
201305,74674,451574,1,4.81,"NE","DEMPSEY",35.55,-99.75,3533000,9945000
201305,74675,451580,1,1.13,"E","REED",34.9,-99.68,3454000,9940800
201305,74675,451581,1,4.72,"SSW","(CSM)CLINTON SHERMAN AIRPORT",35.28,-99.24,3516800,9914400
201305,74675,451582,1,0,"N","BURNS FLAT",35.36,-99.18,3521600,9910800
201305,74675,451583,1,3.45,"N","BESSIE",35.43,-98.99,3525800,9859400
201305,74675,451584,1,0,"N","OAKWOOD",35.93,-98.7,3555800,9842000
201305,74675,451586,1,.89,"SW","CANUTE",35.41,-99.29,3524600,9917400
201305,74675,451588,1,2.81,"E","CLINTON",35.51,-98.92,3530600,9855200
201305,74675,451589,1,3.94,"E","CLINTON",35.51,-98.9,3530600,9854000
201305,74675,451592,1,0,"N","CLINTON",35.51,-98.97,3530600,9858200
201305,74675,451593,1,7,"N","REED",35,-99.68,3500,9940800
201305,74675,451595,1,4.19,"ESE","ERICK",35.19,-99.8,3511400,9948000
201305,74675,451596,1,.56,"E","SAYRE",35.3,-99.63,3518000,9937800
201305,74675,451598,1,3.65,"ENE","CLINTON",35.53,-98.91,3531800,9854600
201305,74675,451599,1,4.81,"NE","DEMPSEY",35.55,-99.75,3533000,9945000
201305,74675,451600,1,1.78,"NE","CLINTON",35.53,-98.95,3531800,9857000
201305,74675,451601,1,.56,"W","BURNS FLAT",35.36,-99.19,3521600,9911400
201305,74675,451602,1,1.78,"NE","CLINTON",35.53,-98.95,3531800,9857000
201305,74676,451603,1,1.48,"W","STORY",44.58,-106.91,4434800,10654600
201305,74676,451604,1,.98,"W","STORY",44.58,-106.9,4434800,10654000
201305,74676,451612,1,.98,"W","STORY",44.58,-106.9,4434800,10654000
201305,74676,451617,1,1.48,"W","STORY",44.58,-106.91,4434800,10654600
201305,74676,451625,1,1.47,"NNE","BANNER",44.62,-106.86,4437200,10651600
201305,74676,451634,1,2.29,"SSE","BIG HORN",44.65,-106.96,4439000,10657600
201305,74676,451637,1,2.81,"WNW","WAKELEY",44.84,-106.88,4450400,10652800
201305,74676,451645,1,1.48,"W","STORY",44.58,-106.91,4434800,10654600
201305,74677,451605,1,5.53,"S","ERICK",35.13,-99.87,357800,9952200
201305,74677,451606,1,6.62,"SSW","ERICK",35.12,-99.91,357200,9954600
201305,74677,451607,1,.89,"SE","ELK CITY",35.4,-99.41,3524000,9924600
201305,74677,451608,1,5.56,"N","MADGE",34.98,-99.97,3458800,9958200
201305,74677,451609,1,12.27,"NW","REED",35.01,-99.87,35600,9952200
201305,74677,451611,1,12.44,"S","ERICK",35.03,-99.87,351800,9952200
201305,74677,451614,1,4.15,"S","NEW LIBERTY",35.3,-99.72,3518000,9943200
201305,74677,451616,1,12.27,"NW","REED",35.01,-99.87,35600,9952200
201305,74677,451618,1,.89,"SE","WEATHERFORD",35.52,-98.69,3531200,9841400
201305,74677,451620,1,2.76,"N","CORN",35.42,-98.78,3525200,9846800
201305,74677,451621,1,0,"N","(LTS)ALTUS AFB",34.66,-99.29,3439600,9917400
201305,74677,451626,1,3.52,"NE","WALTERS ARPT",34.4,-98.36,3424000,9821600
201305,74677,451627,1,2.27,"W","CYRIL",34.9,-98.24,3454000,9814400
201305,74677,451628,1,3.24,"SSE","STECKER",34.92,-98.29,3455200,9817400
201305,74677,451629,1,4.81,"NE","DEMPSEY",35.55,-99.75,3533000,9945000
201305,74677,451630,1,0,"N","OKARCHE",35.73,-97.98,3543800,9758800
201305,74677,451631,1,3.55,"NE","LOVELL",36.1,-97.6,366000,9736000
201305,74677,451632,1,1.78,"SW","MINCO",35.29,-97.96,3517400,9757600
201305,74677,451633,1,1.81,"WSW","WOODWARD",36.42,-99.42,3625200,9925200
201305,74677,451635,1,0,"N","FORT SUPPLY",36.57,-99.57,3634200,9934200
201305,74677,451636,1,2.76,"N","PUTNAM",35.9,-98.97,3554000,9858200
201306,74555,451018,1,1,"NW","UDALL",37.3902,-97.1329,3723412,977974
201305,74588,451181,1,0,"N","SEDALIA",38.7,-93.23,3842000,9313800
201305,74588,451182,1,1.48,"SSE","WARRENSBURG",38.75,-93.74,3845000,9344400
201305,74588,451183,1,4.15,"S","MARSHALL ARPT",39.04,-93.2,392400,9312000
201305,74588,451184,1,3.5,"S","MILTON",39.42,-92.34,3925200,9220400
201305,74588,451186,1,4,"WSW","LAMONTE",38.7079,-93.3886,3842474,9323316
201305,74588,451186,2,2,"N","HUGHESVILLE",38.859,-93.3,3851540,9318000
201305,74588,451189,1,1,"SSE","KNOB NOSTER",38.7566,-93.5629,3845396,9333774
201306,74591,451095,1,3.71,"W","BIG SPGS",41.06,-102.15,413600,1029000
201306,74591,451096,1,1.7,"ENE","LAKE MC CONAGHY",41.26,-101.77,4115600,10146200
201306,74591,451097,1,0,"N","OGALLALA",41.13,-101.72,417800,10143200
201306,74591,451099,1,7.17,"NNE","BROWNLEE",42.37,-100.55,4222200,10033000
201306,74591,451101,1,13.49,"NNE","RINGGOLD",41.71,-100.74,4142600,10044400
201306,74591,451102,1,8.31,"N","JOHNSTOWN",42.69,-100.06,4241400,1003600
201306,74591,451104,1,7.43,"SE","PURDUM",42,-100.16,4200,1009600
201306,74591,451105,1,13.61,"NNE","BROWNLEE",42.47,-100.55,4228200,10033000
201306,74591,451109,1,2.13,"NNW","AINSWORTH",42.58,-99.86,4234800,9951600
201306,74592,451114,1,5.77,"W","CHAPPELL",41.09,-102.58,415400,10234800
201306,74592,451117,1,5.27,"SSE","CHAPPELL",41.03,-102.43,411800,10225800
201306,74592,451118,1,7.48,"SSE","LEWELLEN",41.24,-102.07,4114400,1024200
201306,74592,451121,1,3,"S","CHAPPELL",41.0566,-102.47,413396,10228200
201306,74592,461498,1,3.45,"S","CHAPPELL",41.05,-102.47,413000,10228200
201306,74593,451122,1,.86,"NE","BROKEN BOW",41.41,-99.64,4124600,9938400
201305,74601,451149,1,2.05,"NW","MAYFIELD",43.1,-97.35,436000,9721000
201305,74601,451149,2,1.71,"NW","MAYFIELD",43.1,-97.34,436000,9720400
201305,74602,451151,1,0,"N","WAKEFIELD",42.27,-96.87,4216200,9652200
201305,74602,451152,1,0,"N","WAKEFIELD",42.27,-96.87,4216200,9652200
201306,74603,451185,1,1.21,"NNW","ABSHER",37.6958,-88.7396,3741748,8844376
201306,74603,451187,1,0,"N","HERRIN",37.8,-89.03,3748000,891800
201306,74603,451188,1,0,"N","CARTERVILLE",37.75,-89.08,3745000,894800
201306,74603,451188,2,3.45,"S","CRAINVILLE",37.7001,-89.073,3742006,894380
201306,74603,453692,1,0,"N","CAIRO",37,-89.18,3700,8910800
201306,74603,453697,1,2.35,"SSE","ROUND KNOB",37.22,-88.73,3713200,8843800
201306,74603,453697,2,0,"N","METROPOLIS",37.15,-88.73,379000,8843800
201306,74603,458003,1,0,"N","BENTON",38,-88.92,3800,8855200
201306,74604,451190,1,0,"NW","ONTON",37.55,-87.43,3733000,8725800
201306,74604,453340,1,0,"SE","LONE OAK",37.03,-88.67,371800,8840200
201306,74604,453340,2,0,"SE","REIDLAND",37.02,-88.53,371200,8831800
201306,74604,453340,3,0,"SE","PADUCAH",37.08,-88.63,374800,8837800
201306,74604,453340,4,0,"SE","BARKLEY ARPT",37.07,-88.77,374200,8846200
201306,74604,453340,5,0,"SSE","CAMMELIA",37.02,-88.78,371200,8846800
201306,74604,453358,1,0,"W","LOVELACEVILLE",36.97,-88.82,3658200,8849200
201306,74604,453358,2,0,"W","WICKLIFFE",36.97,-89.08,3658200,894800
201306,74604,453358,3,0,"W","BARLOW",37.05,-89.05,373000,893000
201306,74604,453358,4,0,"W","LA CENTER",37.07,-88.98,374200,8858800
201306,74604,453358,5,0,"N","KEVIL",37.08,-88.9,374800,8854000
201306,74604,453371,1,0,"ENE","CALVERT CITY",37.03,-88.35,371800,8821000
201306,74604,453371,2,0,"ENE","GILBERTSVILLE",37.02,-88.28,371200,8816800
201306,74604,453371,3,1,"SSW","GILBERTSVILLE",37.0064,-88.2861,37384,8817166
201306,74604,453371,4,.82,"SW","CALVERT CITY",37.0211,-88.3598,371266,8821588
201306,74604,453373,1,0,"N","HAZEL",36.5,-88.32,3630000,8819200
201306,74604,453373,2,.9,"SSW","STELLA",36.6391,-88.3888,3638346,8823328
201306,74604,453374,1,0,"NE","ARLINGTON",36.78,-89.02,3646800,891200
201306,74604,453374,2,0,"NE","MILBURN",36.8,-88.88,3648000,8852800
201306,74604,453374,3,0,"NE","CUNNINGHAM",36.92,-88.88,3655200,8852800
201306,74604,453374,4,0,"NE","BARDWELL",36.87,-89.02,3652200,891200
201306,74604,453375,1,0,"W","ROCKCASTLE",36.9,-87.97,3654000,8758200
201306,74604,455358,1,2.25,"WNW","GRACEY",36.8862,-87.6853,3653172,8741118
